"ID";"UTR3_length";"ARE_counts"
"DLX3";1512;2
"DLX4";836,5;3
"DLX5";340;0
"DLX6";993;2
"DMAC1";2073;4
"DMAC2";552,375;2
"DMAC2L";549;1
"DMAP1";60,3333333333333;0
"DMBT1";338;0
"DMBX1";3722;2
"DMC1";1071,5;7
"DMD";2135,125;6
"DMGDH";518;5
"DMKN";166;0
"DMP1";1039;2
"DMPK";626,833333333333;2
"DMRT1";663,5;1
"DMRT2";771,5;2
"DMRT3";727;3
"DMRTA1";3829;18
"DMRTA2";1115;2
"DMRTB1";826;4
"DMRTC1";331;0
"DMRTC1B";425;0
"DMRTC2";637;4
"DMTF1";803,333333333333;4
"DMTN";954,375;1
"DMWD";1296;2
"DMXL1";1908;9
"DMXL2";880,333333333333;4
"DNA2";975;6
"DNAAF1";77;0
"DNAAF2";368;2
"DNAAF3";399,5;0
"DNAAF4";348;1
"DNAAF5";822;3
"DNAH1";45;0
"DNAH10";237;1
"DNAH11";585;0
"DNAH12";20;0
"DNAH14";393;3
"DNAH17";209;0
"DNAH2";236;1
"DNAH3";43;0
"DNAH5";1653;7
"DNAH6";181;1
"DNAH7";218;1
"DNAH8";400;0
"DNAH9";221;1
"DNAI1";230;0
"DNAI2";350,666666666667;0
"DNAJA1";1004;5
"DNAJA2";1667;6
"DNAJA3";1218;1
"DNAJA4";1357;3
"DNAJB1";731;0
"DNAJB11";391,5;2
"DNAJB12";2399;4
"DNAJB13";173;0
"DNAJB14";2400;11
"DNAJB2";1407;2
"DNAJB4";1717;7
"DNAJB5";1289,75;0
"DNAJB6";798,666666666667;2
"DNAJB7";1516;5
"DNAJB8";106,5;0
"DNAJB9";1497;8
"DNAJC1";139;0
"DNAJC10";10112,5;34
"DNAJC11";1505;0
"DNAJC12";551;2
"DNAJC13";750;1
"DNAJC14";753,333333333333;3
"DNAJC15";6965;12
"DNAJC16";3555;6
"DNAJC17";2779;2
"DNAJC18";3945;12
"DNAJC19";456;4
"DNAJC2";187,5;1
"DNAJC21";3217,66666666667;11
"DNAJC22";1536;2
"DNAJC24";2434;12
"DNAJC25";1123;9
"DNAJC27";4040,5;7
"DNAJC28";173,75;1
"DNAJC3";3958;13
"DNAJC30";1825;2
"DNAJC4";132,5;0
"DNAJC5";4443;3
"DNAJC5B";1214;5
"DNAJC5G";1063,66666666667;0
"DNAJC6";2844,66666666667;8
"DNAJC7";207;0
"DNAJC8";970;1
"DNAJC9";1446;5
"DNAL1";3905;8
"DNAL4";941;1
"DNALI1";1795;2
"DNASE1";3830,5;4
"DNASE1L1";1208,83333333333;1
"DNASE1L2";293;0
"DNASE1L3";430;1
"DNASE2";781;1
"DNASE2B";145;1
"DND1";499;1
"DNER";911;6
"DNHD1";391,5;2
"DNLZ";2529;0
"DNM1";743;0
"DNM1L";1407,75;6
"DNM2";587,6;0
"DNM3";2690;5
"DNMBP";1574;2
"DNMT1";321;1
"DNMT3A";2491,5;3
"DNMT3B";1059,16666666667;0
"DNMT3L";58;0
"DNPEP";536,333333333333;0
"DNPH1";215,5;0
"DNTT";339;1
"DNTTIP1";223;0
"DNTTIP2";3567;12
"DOC2A";510,75;0
"DOC2B";4652;2
"DOCK1";564;1
"DOCK10";626,333333333333;3
"DOCK11";340;1
"DOCK2";524;1
"DOCK3";2639;2
"DOCK4";2164;6
"DOCK5";2380,5;6
"DOCK6";202;1
"DOCK7";398;4
"DOCK8";795,666666666667;3
"DOCK9";519;2
"DOHH";669,5;0
"DOK1";675,333333333333;1
"DOK2";438;1
"DOK3";552,4;1
"DOK4";1123,66666666667;0
"DOK5";550,5;0
"DOK6";7704;24
"DOK7";1081,75;0
"DOLK";157;1
"DOLPP1";1429,5;2
"DONSON";756;3
"DOP1A";340;4
"DOP1B";703;2
"DOT1L";2786;6
"DPAGT1";491,5;0
"DPCD";109;0
"DPEP1";216,333333333333;0
"DPEP2";66;0
"DPEP2NB";672;1
"DPEP3";101;0
"DPF1";628;0
"DPF2";1863,5;1
"DPF3";1927,57142857143;4
"DPH2";815,5;1
"DPH3";3244;10
"DPH5";339,666666666667;2
"DPH6";2184,5;11
"DPH7";795;0
"DPM1";265;1
"DPM2";623;0
"DPM3";71;0
"DPP10";1248;4
"DPP3";250;1
"DPP4";1038;2
"DPP6";1037,2;1
"DPP7";102;0
"DPP8";1902,4;6
"DPP9";1338;1
"DPPA2";239;0
"DPPA3";482;0
"DPPA4";1847;5
"DPPA5";257;0
"DPRX";21;0
"DPT";1081;0
"DPY19L1";2697;6
"DPY19L2";1599;3
"DPY19L3";3649,5;13
"DPY19L4";3926;24
"DPY30";180,5;3
"DPYD";1181,5;4
"DPYS";427;1
"DPYSL2";1754;2
"DPYSL3";3225,5;3
"DPYSL4";829;0
"DPYSL5";2304,33333333333;0
"DQX1";315;1
"DR1";4691,5;11
"DRAM1";2352;5
"DRAM2";826;2
"DRAP1";128;1
"DRAXIN";6161;4
"DRC1";194;0
"DRC3";300,5;0
"DRC7";313,333333333333;0
"DRD1";1723;14
"DRD2";1016;0
"DRD3";303;1
"DRD4";103;0
"DRD5";546;1
"DRG1";481;0
"DRG2";747,5;1
"DRGX";977,5;1
"DRICH1";312;1
"DROSHA";773,25;2
"DRP2";3875,5;1
"DSC1";1382;3
"DSC2";9279;24
"DSC3";4810;13
"DSCAM";2035;6
"DSCAML1";287,5;1
"DSCC1";917;6
"DSE";4047,5;12
"DSEL";4383;15
"DSG1";3900;22
"DSG2";2265;7
"DSG3";2442;5
"DSG4";1315,5;3
"DSN1";994;1
"DSP";765;2
"DSPP";305;0
"DST";991,666666666667;6
"DSTN";1934,5;4
"DSTYK";5053;7
"DTD1";1358;2
"DTD2";1477;1
"DTHD1";961;5
"DTL";2069,5;6
"DTNA";1254,13333333333;2
"DTNB";343,5;0
"DTNBP1";341,5;1
"DTWD1";8446,66666666667;23
"DTWD2";4219;19
"DTX1";1089;1
"DTX2";303,75;0
"DTX3";650,25;1
"DTX3L";3456;3
"DTX4";1849,5;1
"DTYMK";380;0
"DUOX1";674;1
"DUOX2";1497,5;0
"DUOXA1";368;1
"DUOXA2";512;0
"DUPD1";20;0
"DUS1L";426;0
"DUS2";332,333333333333;0
"DUS3L";63;0
"DUS4L";963;1
"DUSP1";666;4
"DUSP10";988;3
"DUSP11";477;1
"DUSP12";291;0
"DUSP13";354,833333333333;0
"DUSP14";626,333333333333;3
"DUSP15";407,833333333333;1
"DUSP16";3551;8
"DUSP18";960,2;1
"DUSP19";2295,5;8
"DUSP2";654;3
"DUSP21";183;0
"DUSP22";1444,5;3
"DUSP23";205;0
"DUSP26";424;0
"DUSP27";378;0
"DUSP28";1470;3
"DUSP3";3484;6
"DUSP4";2224,5;3
"DUSP5";1107;0
"DUSP6";1452;1
"DUSP7";1896;0
"DUSP8";2467;4
"DUSP9";1021;1
"DUT";715;3
"DUX4";251,333333333333;0
"DUXA";391;0
"DUXB";36;0
"DVL1";865;3
"DVL2";523;1
"DVL3";2859;8
"DXO";53;0
"DYDC1";50;0
"DYDC2";990;4
"DYM";2581;3
"DYNAP";941;2
"DYNC1H1";5880;4
"DYNC1I1";661,5;3
"DYNC1I2";405;0
"DYNC1LI1";670;4
"DYNC1LI2";1536,5;5
"DYNC2H1";491;1
"DYNC2LI1";303,333333333333;1
"DYNLL1";202,8;1
"DYNLL2";6263;5
"DYNLRB1";334;1
"DYNLRB2";168;1
"DYNLT1";353;0
"DYNLT3";1739;8
"DYRK1A";3774,1;8
"DYRK1B";226,4;1
"DYRK2";3444,5;14
"DYRK3";2197;3
"DYRK4";842;0
"DYSF";177,363636363636;0
"DYTN";197;0
"DZANK1";1029;2
"DZIP1";3094;9
"DZIP1L";501,5;1
"DZIP3";988,5;6
"E2F1";1255;6
"E2F2";3442;2
"E2F3";3284;9
"E2F4";795;4
"E2F5";495,666666666667;2
"E2F6";2102;7
"E2F7";2764;14
"E2F8";594;1
"E4F1";282,666666666667;0
"EAF1";3458;11
"EAF2";138;3
"EAPP";372;1
"EARS2";1745;4
"EBAG9";1155,66666666667;4
"EBF1";1819;8
"EBF2";2884;7
"EBF3";2646;8
"EBF4";845;0
"EBI3";440;0
"EBLN1";69;0
"EBLN2";437;2
"EBNA1BP2";263,5;2
"EBP";259;0
"EBPL";408,5;0
"ECD";331,333333333333;3
"ECE1";1700,5;3
"ECE2";566;0
"ECEL1";173;0
"ECH1";191;0
"ECHDC1";769,875;5
"ECHDC2";502,333333333333;1
"ECHDC3";526;1
"ECHS1";383;0
"ECI1";330,5;0
"ECI2";175,25;0
"ECM1";167,333333333333;0
"ECM2";766;1
"ECPAS";1337,5;1
"ECRG4";229;1
"ECSCR";340;0
"ECSIT";308;0
"ECT2";1009,2;7
"ECT2L";1443;8
"EDA";1636,4;3
"EDA2R";1852,75;1
"EDAR";2436;10
"EDARADD";1154;1
"EDC3";1066;0
"EDC4";351;0
"EDDM3A";356;2
"EDDM3B";354;3
"EDEM1";4040;6
"EDEM2";69;0
"EDEM3";3826;20
"EDF1";294,333333333333;0
"EDIL3";2842;15
"EDN1";1127;4
"EDN2";634;2
"EDN3";1276,2;2
"EDNRA";1770,75;5
"EDNRB";1951,5;9
"EDRF1";667;5
"EEA1";5374;34
"EED";243,25;2
"EEF1A1";1469,66666666667;4
"EEF1A2";284;0
"EEF1AKMT1";249;2
"EEF1AKMT2";2669;8
"EEF1AKMT3";2080;1
"EEF1AKMT4";1010;2
"EEF1AKMT4-ECE2";793;0
"EEF1AKNMT";960,666666666667;4
"EEF1B2";44,6666666666667;1
"EEF1D";73,4444444444444;0
"EEF1E1";305;2
"EEF1G";83;0
"EEF2";498;1
"EEF2K";4742;9
"EEF2KMT";912;0
"EEFSEC";387;0
"EEPD1";1425,5;0
"EFCAB1";1016;2
"EFCAB10";507,25;2
"EFCAB11";1492;3
"EFCAB12";272;0
"EFCAB13";671;3
"EFCAB14";3301;9
"EFCAB2";256;3
"EFCAB3";148,5;0
"EFCAB5";245,5;3
"EFCAB6";92;0
"EFCAB7";177;3
"EFCAB9";109;0
"EFCC1";894;1
"EFEMP1";1106;5
"EFEMP2";411;0
"EFHB";157;0
"EFHC1";2111;4
"EFHC2";923;6
"EFHD1";946;1
"EFHD2";1615;0
"EFL1";140;1
"EFNA1";811;0
"EFNA2";1486;3
"EFNA3";995;0
"EFNA4";452;0
"EFNA5";4361;6
"EFNB1";1506;1
"EFNB2";3295;7
"EFNB3";1796;0
"EFR3A";2747;12
"EFR3B";2914,5;2
"EFS";737,666666666667;2
"EFTUD2";561,5;1
"EGF";965,333333333333;3
"EGFL6";480;1
"EGFL7";392;0
"EGFL8";325;1
"EGFLAM";540,833333333333;0
"EGFR";1459,5;3
"EGLN1";2655;7
"EGLN2";569;0
"EGLN3";1078;2
"EGR1";1222;1
"EGR2";1207,33333333333;2
"EGR3";1622;2
"EGR4";527;0
"EHBP1";522,75;4
"EHBP1L1";348;1
"EHD1";1966,33333333333;0
"EHD2";1702;4
"EHD3";2747;4
"EHD4";4712;10
"EHF";943,6;2
"EHHADH";929;1
"EHMT1";1110;1
"EHMT2";325;0
"EI24";656,75;2
"EID1";1433;1
"EID2";662;0
"EID2B";1330;1
"EID3";269;2
"EIF1";1842;6
"EIF1AD";1272;2
"EIF1AX";3781;15
"EIF1AY";546;4
"EIF1B";410;2
"EIF2A";688;4
"EIF2AK1";2426;1
"EIF2AK2";2661;8
"EIF2AK3";995;3
"EIF2AK4";507;2
"EIF2B1";1350;4
"EIF2B2";3178;6
"EIF2B3";340,333333333333;1
"EIF2B4";17,25;0
"EIF2B5";368;0
"EIF2D";133;0
"EIF2S1";1879;8
"EIF2S2";1421;1
"EIF2S3";2025;2
"EIF2S3B";440;3
"EIF3A";1284;5
"EIF3B";518,5;1
"EIF3C";136,6;0
"EIF3CL";218;0
"EIF3D";110;1
"EIF3E";669;0
"EIF3F";5835;7
"EIF3G";100;0
"EIF3H";2876;5
"EIF3I";408;0
"EIF3J";934;5
"EIF3K";33,3333333333333;0
"EIF3L";360,5;0
"EIF3M";2144,5;5
"EIF4A1";395;1
"EIF4A2";628;4
"EIF4A3";656;4
"EIF4B";760,666666666667;3
"EIF4E";2480;7
"EIF4E1B";635,333333333333;0
"EIF4E2";1168;1
"EIF4E3";4405,4;12
"EIF4EBP1";430;0
"EIF4EBP2";6871;14
"EIF4EBP3";314;0
"EIF4ENIF1";515,666666666667;0
"EIF4G1";408;0
"EIF4G2";734,25;2
"EIF4G3";533,5;4
"EIF4H";1790,5;2
"EIF5";2579;5
"EIF5A";617,142857142857;1
"EIF5A2";4942;21
"EIF5AL1";3326;4
"EIF5B";1912;4
"EIF6";283,666666666667;0
"EIPR1";409;1
"ELAC1";1036;2
"ELAC2";732;1
"ELANE";81;0
"ELAVL1";2617;7
"ELAVL2";2111;14
"ELAVL3";1661,5;5
"ELAVL4";1392,14285714286;5
"ELF1";787;3
"ELF2";1105;3
"ELF3";1077,33333333333;2
"ELF4";1820;3
"ELF5";1072,75;2
"ELFN1";871;0
"ELFN2";5111,5;3
"ELK1";918,333333333333;2
"ELK3";2644;10
"ELK4";3377;10
"ELL";2089;3
"ELL2";3773;13
"ELL3";496;0
"ELMO1";749,8;2
"ELMO2";1308,33333333333;2
"ELMO3";146;0
"ELMOD1";877,333333333333;2
"ELMOD2";3395;10
"ELMOD3";786,5;0
"ELN";938,538461538462;0
"ELOA";2476,5;7
"ELOA2";431;0
"ELOA3D";20;0
"ELOB";317;0
"ELOC";735,75;4
"ELOF1";434,75;0
"ELOVL1";517;0
"ELOVL2";3022;6
"ELOVL3";337;1
"ELOVL4";1794;7
"ELOVL5";1340,5;7
"ELOVL6";3721,5;8
"ELOVL7";2832;8
"ELP1";1036;2
"ELP2";1004,33333333333;3
"ELP3";1195,2;1
"ELP4";2463;5
"ELP5";610,2;0
"ELP6";197,333333333333;0
"ELSPBP1";210;1
"EMB";3081;7
"EMC1";2409;6
"EMC10";4907;3
"EMC2";2598;11
"EMC3";1532;1
"EMC4";334;1
"EMC6";187,5;1
"EMC7";317;0
"EMC8";1162,5;0
"EMC9";45;0
"EMCN";1807,5;9
"EMD";326;0
"EME1";528;3
"EME2";4397;2
"EMG1";4127;3
"EMID1";653;1
"EMILIN1";388;0
"EMILIN2";2599;6
"EMILIN3";1306;1
"EML1";1686,5;3
"EML2";183;1
"EML3";169,5;0
"EML4";1439;3
"EML5";3387;15
"EML6";1924,5;4
"EMP1";5250;11
"EMP2";2269,5;3
"EMP3";83;0
"EMSY";953,2;5
"EMX1";937;1
"EMX2";1345,5;1
"EN1";767;1
"EN2";2144;5
"ENAH";5815;16
"ENAM";1969;3
"ENC1";2108,8;10
"ENDOD1";3066;6
"ENDOG";66;0
"ENDOU";828;0
"ENDOV";1433,66666666667;2
"ENG";746,333333333333;0
"ENGASE";347;0
"ENHO";422;0
"ENKD1";216;0
"ENKUR";1909;2
"ENO1";359;0
"ENO2";896,333333333333;4
"ENO3";78,3333333333333;0
"ENO4";932;2
"ENOPH1";996;6
"ENOSF1";3442;8
"ENOX1";472;1
"ENOX2";1934;4
"ENPEP";3727;12
"ENPP1";4644;14
"ENPP2";227,5;2
"ENPP3";458;1
"ENPP4";3048;21
"ENPP5";1526;5
"ENPP6";2471;3
"ENPP7";442;0
"ENSA";687,3;1
"ENTHD1";635;1
"ENTPD1";3660,25;7
"ENTPD2";305;0
"ENTPD3";498;1
"ENTPD4";1892;8
"ENTPD5";2877,5;7
"ENTPD6";1489;1
"ENTPD7";6558;16
"ENTPD8";550;0
"ENTR1";855,333333333333;1
"ENY2";1328;3
"EOGT";1208,5;5
"EOLA1";568,444444444444;1
"EOLA2";345,333333333333;0
"EOMES";933;3
"EP300";1121;1
"EP400";2787;5
"EPAS1";2037;5
"EPB41";1935,85714285714;2
"EPB41L1";2066,83333333333;1
"EPB41L2";954,090909090909;5
"EPB41L3";814,2;3
"EPB41L4A";2371,5;5
"EPB41L4B";2255;7
"EPB41L5";2083,6;7
"EPB42";73,5;0
"EPC1";918,666666666667;1
"EPC2";1192;5
"EPCAM";407;2
"EPDR1";677,333333333333;2
"EPG5";4858;11
"EPGN";446,4;1
"EPHA1";328;0
"EPHA10";1745,5;1
"EPHA2";878;3
"EPHA3";1735,5;9
"EPHA4";1347;4
"EPHA5";3049,4;11
"EPHA6";343,333333333333;2
"EPHA7";2122,5;9
"EPHA8";1048;0
"EPHB1";1347;1
"EPHB2";2834,33333333333;1
"EPHB3";786;0
"EPHB4";896;1
"EPHB6";188,75;0
"EPHX1";213,333333333333;0
"EPHX2";610;1
"EPHX3";515;0
"EPHX4";252;0
"EPM2A";1367,33333333333;6
"EPM2AIP1";6211;26
"EPN1";4890,66666666667;7
"EPN2";1695,5;5
"EPN3";1593;4
"EPO";567;1
"EPOP";1653;1
"EPOR";777;0
"EPPIN";1518;4
"EPPIN-WFDC6";547;1
"EPPK1";663;2
"EPRS1";206;0
"EPS15";2437;8
"EPS15L1";698,6;1
"EPS8";1017,1;9
"EPS8L1";307;0
"EPS8L2";519,666666666667;0
"EPS8L3";234,333333333333;2
"EPSTI1";1329,33333333333;3
"EPX";450;0
"EPYC";474;3
"EQTN";44,5;0
"ERAL1";508;0
"ERAP1";2151;7
"ERAP2";841,666666666667;2
"ERAS";178,5;0
"ERBB2";448,5;0
"ERBB3";880,5;1
"ERBB4";7896;24
"ERBIN";1337,28571428571;5
"ERC1";5039;4
"ERC2";1486,33333333333;4
"ERCC1";631;1
"ERCC2";946,5;0
"ERCC3";306;2
"ERCC4";4001;9
"ERCC5";98;0
"ERCC6";1536,33333333333;5
"ERCC6L";349;1
"ERCC6L2";2119;4
"ERCC8";783;2
"EREG";3941;20
"ERF";602;1
"ERFE";1836;2
"ERG";2579,125;6
"ERG28";1764;2
"ERGIC1";1867;1
"ERGIC2";3804;15
"ERGIC3";130;0
"ERH";410;1
"ERI1";2070,5;4
"ERI2";916,5;4
"ERI3";488;0
"ERICH1";403;2
"ERICH2";77;0
"ERICH3";2335;9
"ERICH4";541;3
"ERICH5";276,5;3
"ERICH6";7;0
"ERICH6B";168;0
"ERLEC1";642,666666666667;2
"ERLIN1";1180;3
"ERLIN2";2066,33333333333;4
"ERMAP";1758;1
"ERMARD";42;0
"ERMN";1849;8
"ERMP1";1684;5
"ERN1";4846;8
"ERN2";513;0
"ERO1A";3655;13
"ERO1B";3415;18
"ERP27";509,5;1
"ERP29";925;1
"ERP44";3427;13
"ERRFI1";1483;5
"ERV3-1";856;1
"ERVFRD-1";1204;2
"ERVV-1";598;0
"ERVV-2";821;0
"ERVW-1";384,5;0
"ESAM";520;1
"ESCO1";1059;2
"ESCO2";1878;6
"ESD";160;0
"ESF1";552;3
"ESM1";1155;8
"ESPL1";164;3
"ESPN";798;0
"ESPNL";1555;0
"ESR1";3456,4;11
"ESR2";319;0
"ESRP1";1507,4;2
"ESRP2";1193;0
"ESRRA";777;1
"ESRRB";1115;0
"ESRRG";3117,85714285714;15
"ESS2";3917;1
"ESX1";190;0
"ESYT1";494;0
"ESYT2";3209;10
"ESYT3";3071;8
"ETAA1";2051;8
"ETDA";127;0
"ETDB";127;0
"ETDC";20;0
"ETF1";1578,33333333333;7
"ETFA";840,5;3
"ETFB";41;0
"ETFBKMT";1644;5
"ETFDH";584;0
"ETFRF1";591,5;5
"ETHE1";131;0
"ETNK1";433;3
"ETNK2";1163;0
"ETNPPL";243,5;2
"ETS1";2477;5
"ETS2";1822,4;7
"ETV1";3072;16
"ETV2";19,25;0
"ETV3";2292,5;4
"ETV3L";606;0
"ETV4";410,666666666667;0
"ETV5";1356;2
"ETV6";4331;5
"ETV7";459,25;1
"EVA1A";667,75;1
"EVA1B";264;0
"EVA1C";198;0
"EVC";1727;1
"EVC2";409;0
"EVI2A";743;5
"EVI2B";261;2
"EVI5";4960;17
"EVI5L";647;1
"EVL";498;1
"EVPL";140;0
"EVPLL";831;2
"EVX1";1405;1
"EVX2";2635;5
"EWSR1";215,4;3
"EXD1";699;2
"EXD2";1243;2
"EXD3";93;0
"EXO1";316,333333333333;1
"EXO5";543,666666666667;0
"EXOC1";556,333333333333;1
"EXOC1L";136;1
"EXOC2";1517;3
"EXOC3";389,5;0
"EXOC3L1";15;0
"EXOC3L4";48;0
"EXOC4";693;2
"EXOC5";8102;36
"EXOC6";956,8;5
"EXOC6B";1688,5;1
"EXOC7";1017,625;1
"EXOC8";2815;9
"EXOG";1139;2
"EXOSC1";366,5;1
"EXOSC10";100;0
"EXOSC2";1108,33333333333;0
"EXOSC3";777;2
"EXOSC4";47;0
"EXOSC5";259;1
"EXOSC6";4304;12
"EXOSC7";132;1
"EXOSC8";315;1
"EXOSC9";53;1
"EXPH5";2345;7
"EXT1";5222;15
"EXT2";2654,5;7
"EXTL1";1117;0
"EXTL2";1718;2
"EXTL3";4733;5
"EYA1";1835,83333333333;3
"EYA2";711;1
"EYA3";3092,25;5
"EYA4";1636,8;5
"EYS";1044,75;6
"EZH1";1217;0
"EZH2";222;2
"EZHIP";315;1
"EZR";1169,5;2
"F10";240;0
"F11";842,5;7
"F11R";2064,5;3
"F12";152;0
"F13A1";1535;6
"F13B";187;1
"F2";98;0
"F2R";2267;8
"F2RL1";1514;3
"F2RL2";1154,5;2
"F2RL3";1985;1
"F3";1224;5
"F5";2362;6
"F7";1455,33333333333;0
"F8";1807;4
"F8A1";571;0
"F8A2";20;0
"F8A3";571;0
"F9";704;0
"FA2H";1221;2
"FAAH";270;0
"FAAH2";264;2
"FAAP100";928;0
"FAAP20";375,75;0
"FAAP24";534,25;1
"FABP1";72;0
"FABP12";65;0
"FABP2";1791;6
"FABP3";633;1
"FABP4";446;2
"FABP5";208;0
"FABP6";66,5;0
"FABP7";928;4
"FADD";917;0
"FADS1";2784;3
"FADS2";1199,33333333333;0
"FADS3";288;0
"FADS6";1029;0
"FAF1";4412;7
"FAF2";3124;3
"FAH";334;1
"FAHD1";721,25;3
"FAHD2A";1899;2
"FAHD2B";172;0
"FAIM";241;2
"FAIM2";3608;1
"FAM102A";2460,5;1
"FAM102B";4172;13
"FAM104A";1134,25;1
"FAM104B";663;2
"FAM107A";1853,4;0
"FAM107B";1155,54545454545;3
"FAM110A";586,6;0
"FAM110B";1445;1
"FAM110C";2794;9
"FAM110D";1855;1
"FAM111A";1532,8;4
"FAM111B";865;0
"FAM114A1";1092,5;5
"FAM114A2";1149,75;5
"FAM117A";923;0
"FAM117B";3993;16
"FAM118A";1550;0
"FAM118B";666,5;2
"FAM120A";1622,5;6
"FAM120AOS";2433,33333333333;2
"FAM120B";1031,75;2
"FAM120C";2006,66666666667;3
"FAM122B";1229;6
"FAM122C";1009,83333333333;3
"FAM124A";1506;4
"FAM124B";1106;3
"FAM126A";6530;18
"FAM126B";7552;27
"FAM131A";671,75;1
"FAM131B";3043,75;0
"FAM131C";668;0
"FAM133A";2103,5;7
"FAM133B";1011;3
"FAM135A";1090,8;7
"FAM135B";2570;2
"FAM136A";1313,5;1
"FAM13A";1498;1
"FAM13B";787,333333333333;1
"FAM13C";953;5
"FAM149A";277,75;2
"FAM149B1";3485;8
"FAM151A";87;0
"FAM151B";731;3
"FAM153A";1509,66666666667;2
"FAM153B";518;1
"FAM155A";6987;18
"FAM155B";2552;1
"FAM156A";827,625;0
"FAM156B";692;0
"FAM160A1";4311,5;8
"FAM160A2";166;1
"FAM160B1";1747,5;6
"FAM160B2";1274;1
"FAM161A";1603;6
"FAM161B";1260;2
"FAM162A";2503;10
"FAM162B";400;3
"FAM163A";2009;3
"FAM163B";1496,33333333333;0
"FAM166A";101;0
"FAM166B";171,5;0
"FAM166C";96,5;0
"FAM167A";1258;1
"FAM167B";255;0
"FAM168A";2612;3
"FAM168B";4589;8
"FAM169A";3886;19
"FAM170A";174,5;0
"FAM170B";459;0
"FAM171A1";1272;1
"FAM171A2";518;0
"FAM171B";3136;11
"FAM172A";1205,33333333333;2
"FAM174A";557;4
"FAM174B";2008;1
"FAM174C";451;0
"FAM177A1";1489;6
"FAM177B";370;0
"FAM178B";392,5;0
"FAM180A";803,666666666667;3
"FAM181A";228,25;0
"FAM181B";2509;4
"FAM183A";83;0
"FAM184A";294,333333333333;1
"FAM184B";3226;7
"FAM185A";630,5;4
"FAM186A";74;0
"FAM186B";100;0
"FAM187A";590,5;1
"FAM187B";25;0
"FAM189A1";3085;4
"FAM189A2";717,333333333333;3
"FAM189B";573;1
"FAM193A";315;0
"FAM193B";394;0
"FAM199X";6124;22
"FAM200A";386;0
"FAM200B";1492;5
"FAM204A";6521,5;15
"FAM205A";179;0
"FAM205C";159;0
"FAM207A";178;0
"FAM209A";82;0
"FAM209B";82;0
"FAM20A";2361;2
"FAM20B";4423;11
"FAM20C";792;2
"FAM210A";3131,66666666667;9
"FAM210B";2376;3
"FAM214A";452;4
"FAM214B";1096,16666666667;3
"FAM216A";248;2
"FAM216B";2758;5
"FAM217A";329;0
"FAM217B";3585;6
"FAM218A";1625;4
"FAM219A";2777,66666666667;2
"FAM219B";2357;3
"FAM220A";964;3
"FAM221A";246,25;4
"FAM221B";2078;2
"FAM222A";1206,5;2
"FAM222B";1820,66666666667;3
"FAM227B";954;3
"FAM228A";1067;3
"FAM228B";204,666666666667;0
"FAM229A";163;0
"FAM229B";1055,5;1
"FAM234A";1086;0
"FAM234B";1775;5
"FAM236A";116;0
"FAM236B";125;0
"FAM236C";123;0
"FAM236D";123;0
"FAM237A";217;6
"FAM240A";1325;2
"FAM241A";8318;22
"FAM241B";537;2
"FAM243A";205;0
"FAM24A";157;0
"FAM24B";160;1
"FAM25A";56;0
"FAM25C";56;0
"FAM25G";56;0
"FAM32A";1091;1
"FAM3A";525,857142857143;0
"FAM3B";382;0
"FAM3C";1583;9
"FAM3D";333;0
"FAM43A";939;1
"FAM43B";1057;0
"FAM47A";147;2
"FAM47B";146;2
"FAM47C";148;2
"FAM47E";323,5;0
"FAM50A";222;0
"FAM50B";529,5;1
"FAM53A";999;1
"FAM53B";2760,5;1
"FAM53C";1391,5;2
"FAM71A";113;0
"FAM71B";601;0
"FAM71C";716;1
"FAM71D";231;0
"FAM71E1";171;0
"FAM71F1";586;2
"FAM71F2";1935,66666666667;3
"FAM72A";628;5
"FAM72B";1058;6
"FAM72C";786;5
"FAM72D";1099;6
"FAM76A";971,2;3
"FAM76B";2027;13
"FAM78A";2744;2
"FAM78B";848;3
"FAM81A";2177;8
"FAM81B";159;0
"FAM83A";944,5;0
"FAM83B";3092;8
"FAM83C";804;0
"FAM83D";586;1
"FAM83E";299;0
"FAM83F";13969;13
"FAM83G";1430,5;1
"FAM83H";1988;1
"FAM86B1";1155;0
"FAM86B2";275;0
"FAM86C1";1211;0
"FAM89A";905;3
"FAM89B";590;2
"FAM8A1";3376;13
"FAM90A1";562;0
"FAM90A26";563;0
"FAM91A1";1418,5;7
"FAM92A";1661;8
"FAM92B";827;1
"FAM98A";1116;3
"FAM98B";3051;7
"FAM98C";202;2
"FAM9A";409;1
"FAM9B";556,75;2
"FAM9C";1578;5
"FAN1";1024,25;3
"FANCA";553;1
"FANCB";160,666666666667;0
"FANCC";1996,33333333333;3
"FANCD2";682;2
"FANCD2OS";279,5;2
"FANCE";757;2
"FANCF";2153;7
"FANCG";270;1
"FANCI";736;2
"FANCL";518;2
"FANCM";384,666666666667;1
"FANK1";154;3
"FAP";278;0
"FAR1";3572;13
"FAR2";793;4
"FARP1";2591;3
"FARP2";439;1
"FARS2";85,5;0
"FARSA";269;1
"FARSB";4972;8
"FAS";983;4
"FASLG";667,5;3
"FASN";805;2
"FASTK";99,6666666666667;0
"FASTKD1";693,5;2
"FASTKD2";1699,33333333333;5
"FASTKD3";276;3
"FASTKD5";257;1
"FAT1";798;3
"FAT2";1471;1
"FATE1";435;0
"FAU";50,6666666666667;0
"FAXC";9996;32
"FAXDC2";1824;2
